ID,Entidad,Sentimiento,Texto
957,2570,borderlands,Positive
958,2570,borderlands,Positive
959,2570,borderlands,Positive
960,2570,borderlands,Positive
961,2571,borderlands,Positive
962,2571,borderlands,Positive
963,2571,borderlands,Positive
964,2571,borderlands,Positive
965,2571,borderlands,Positive
966,2571,borderlands,Positive
967,2572,borderlands,Negative
968,2572,borderlands,Negative
969,2572,borderlands,Negative
970,2572,borderlands,Negative
971,2572,borderlands,Negative
972,2572,borderlands,Negative
973,2573,borderlands,Negative
974,2573,borderlands,Negative
975,2573,borderlands,Negative
976,2573,borderlands,Negative
977,2573,borderlands,Negative
978,2573,borderlands,Negative
979,2574,borderlands,Positive
980,2574,borderlands,Positive
981,2574,borderlands,Positive
982,2574,borderlands,Positive
983,2574,borderlands,Positive
984,2574,borderlands,Positive
985,2575,borderlands,Irrelevant
986,2575,borderlands,Irrelevant
987,2575,borderlands,Irrelevant
988,2575,borderlands,Irrelevant
989,2575,borderlands,Irrelevant
990,2575,borderlands,Irrelevant
991,2576,borderlands,Positive
992,2576,borderlands,Positive
993,2576,borderlands,Positive
994,2576,borderlands,Positive
995,2576,borderlands,Positive
996,2576,borderlands,Positive
997,2577,borderlands,Positive
998,2577,borderlands,Positive
999,2577,borderlands,Positive
1000,2577,borderlands,Positive
